task_id,harness,benchmark,n_segments,arm_sequence,dominant_mode,dominant_rate,arm_entropy,rate_SE,rate_PD,rate_IC,rate_UN,rate_RR,rate_reason
hle_808,directllm,HLE,368,reason|reason|reason|reason|reason|RR|RR|reason|RR|reason|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|IC|RR|RR|reason|IC|reason|RR|reason|reason|IC|reason|RR|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR,RR,0.8668,0.4361,0.0,0.0,0.0082,0.0027,0.8668,0.1223
hle_810,directllm,HLE,24,reason|RR|PD|PD|PD|IC|PD|IC|PD|UN|UN|PD|RR|UN|UN|UN|UN|reason|reason|IC|RR|UN|reason|PD,PD,0.2917,1.5372,0.0,0.2917,0.125,0.2917,0.125,0.1667
hle_812,directllm,HLE,45,reason|PD|PD|PD|UN|PD|PD|reason|reason|reason|UN|reason|reason|UN|reason|reason|reason|PD|reason|reason|PD|reason|reason|reason|reason|RR|UN|reason|RR|reason|reason|UN|RR|reason|reason|PD|reason|reason|IC|UN|PD|reason|PD|PD|PD,reason,0.5111,1.2293,0.0,0.2667,0.0222,0.1333,0.0667,0.5111
hle_814,directllm,HLE,10,reason|reason|reason|reason|reason|reason|reason|RR|PD|reason,reason,0.8,0.639,0.0,0.1,0.0,0.0,0.1,0.8
hle_819,directllm,HLE,24,PD|PD|PD|reason|PD|PD|RR|RR|PD|PD|reason|PD|reason|reason|PD|reason|PD|RR|PD|PD|PD|RR|PD|PD,PD,0.625,0.9192,0.0,0.625,0.0,0.0,0.1667,0.2083
hle_822,directllm,HLE,16,reason|RR|RR|RR|reason|UN|RR|RR|RR|RR|RR|RR|RR|IC|reason|reason,RR,0.625,0.9869,0.0,0.0,0.0625,0.0625,0.625,0.25
hle_825,directllm,HLE,98,reason|RR|RR|reason|reason|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR,RR,0.9694,0.1369,0.0,0.0,0.0,0.0,0.9694,0.0306
hle_827,directllm,HLE,23,PD|RR|RR|RR|PD|PD|PD|PD|reason|reason|reason|PD|PD|reason|IC|PD|reason|reason|reason|reason|reason|PD|reason,reason,0.4348,1.1313,0.0,0.3913,0.0435,0.0,0.1304,0.4348
hle_829,directllm,HLE,29,reason|reason|PD|PD|PD|UN|RR|RR|reason|UN|UN|RR|RR|PD|RR|UN|UN|IC|IC|PD|UN|reason|IC|reason|RR|PD|PD|reason|PD,PD,0.2759,1.5679,0.0,0.2759,0.1034,0.2069,0.2069,0.2069
hle_830,directllm,HLE,46,PD|reason|reason|RR|RR|UN|reason|reason|reason|reason|reason|UN|IC|reason|PD|reason|RR|UN|UN|reason|reason|reason|reason|UN|RR|UN|IC|IC|reason|reason|reason|reason|reason|reason|reason|reason|RR|reason|PD|UN|RR|reason|reason|PD|UN|PD,reason,0.5217,1.3286,0.0,0.1087,0.0652,0.1739,0.1304,0.5217
hle_831,directllm,HLE,51,PD|reason|reason|reason|reason|reason|reason|reason|RR|IC|PD|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|IC|reason|reason|reason|reason|reason|reason|reason|reason|reason|IC|reason|IC|RR|reason|PD|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|PD|reason,reason,0.7647,0.7991,0.0,0.098,0.0784,0.0,0.0588,0.7647
hle_834,directllm,HLE,25,reason|reason|reason|reason|RR|IC|reason|reason|RR|RR|reason|reason|IC|RR|reason|PD|RR|reason|RR|reason|reason|RR|reason|reason|reason,reason,0.6,0.9937,0.0,0.04,0.08,0.0,0.28,0.6
hle_835,directllm,HLE,262,reason|RR|reason|RR|reason|RR|reason|reason|reason|reason|RR|reason|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|UN|RR|RR|RR|RR|RR|RR|UN|UN|RR|RR|RR|RR|reason|reason|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR,RR,0.9008,0.3589,0.0,0.0,0.0,0.0115,0.9008,0.0878
hle_84,directllm,HLE,341,reason|reason|reason|RR|reason|reason|reason|RR|reason|RR|reason|reason|RR|RR|reason|RR|RR|RR|RR|reason|RR|RR|reason|RR|reason|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR,RR,0.9619,0.1619,0.0,0.0,0.0,0.0,0.9619,0.0381
hle_85,directllm,HLE,54,reason|reason|reason|reason|RR|PD|reason|UN|SE|reason|reason|PD|reason|reason|PD|reason|SE|IC|reason|UN|UN|RR|IC|reason|reason|IC|reason|UN|UN|RR|reason|UN|UN|RR|IC|UN|RR|UN|reason|RR|reason|RR|UN|UN|reason|RR|reason|reason|reason|reason|reason|reason|PD|reason,reason,0.463,1.4712,0.037,0.0741,0.0741,0.2037,0.1481,0.463
hle_855,directllm,HLE,26,PD|reason|reason|RR|IC|RR|UN|UN|UN|RR|IC|UN|RR|UN|UN|UN|RR|PD|UN|reason|reason|reason|reason|PD|PD|reason,UN,0.3077,1.5183,0.0,0.1538,0.0769,0.3077,0.1923,0.2692
hle_867,directllm,HLE,176,reason|reason|PD|reason|reason|PD|PD|RR|reason|reason|RR|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|RR|reason|reason|RR|reason|reason|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|RR|RR|RR|RR|reason|RR|reason|reason|RR|reason|reason|reason|RR|reason|reason|RR|reason|reason|reason|reason|RR|UN|reason|RR|RR|reason|reason|UN|reason|reason|reason|RR|reason|reason|RR|IC|UN|reason|RR|RR|reason|RR|reason|UN|IC|reason|RR|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|reason|RR|RR|RR|RR|reason|RR|reason|reason|reason|RR|reason|reason|reason|RR|PD|RR|UN|reason|RR|reason|reason|RR|reason|RR|reason|RR|reason|RR|reason|reason|reason|RR|reason|reason|RR|RR|RR|reason|RR|reason|RR|reason|RR|reason|RR|reason|RR|reason|RR|reason|reason|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|reason|reason|reason|reason|reason|reason|reason|IC,reason,0.5909,0.9343,0.0,0.0227,0.017,0.0284,0.3409,0.5909
hle_87,directllm,HLE,15,reason|reason|UN|RR|UN|RR|RR|RR|RR|RR|RR|reason|RR|reason|UN,RR,0.5333,1.0096,0.0,0.0,0.0,0.2,0.5333,0.2667
hle_875,directllm,HLE,73,reason|reason|reason|UN|reason|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|PD|reason|UN|UN|reason|reason|PD|UN|IC|PD|UN|RR|UN|reason|IC|PD|UN|IC|RR|reason|PD|UN|reason|reason|UN|UN|reason|PD|PD|UN|UN|IC|RR|UN|PD|RR|UN|UN|reason|UN|UN|UN|UN|IC|UN|IC|reason|IC|PD|UN|IC|IC|PD|reason|UN,UN,0.3562,1.4456,0.0,0.137,0.1233,0.3562,0.0685,0.3151
hle_876,directllm,HLE,42,reason|RR|reason|reason|IC|RR|RR|RR|UN|IC|reason|UN|reason|PD|IC|IC|reason|IC|reason|UN|PD|UN|IC|reason|reason|RR|IC|UN|reason|UN|IC|IC|RR|reason|reason|reason|reason|RR|IC|reason|UN|reason,reason,0.381,1.4516,0.0,0.0476,0.2381,0.1667,0.1667,0.381
hle_877,directllm,HLE,46,reason|reason|reason|reason|reason|RR|PD|reason|PD|reason|reason|RR|reason|PD|UN|reason|reason|reason|UN|SE|reason|RR|reason|reason|reason|RR|reason|RR|reason|reason|RR|UN|reason|UN|reason|reason|IC|reason|reason|RR|reason|reason|reason|reason|PD|reason,reason,0.6304,1.1686,0.0217,0.087,0.0217,0.087,0.1522,0.6304
hle_88,directllm,HLE,32,PD|reason|reason|PD|UN|RR|UN|IC|UN|UN|IC|RR|UN|RR|reason|UN|RR|RR|reason|IC|reason|RR|UN|RR|RR|RR|RR|IC|reason|UN|reason|IC,RR,0.3125,1.5059,0.0,0.0625,0.1562,0.25,0.3125,0.2188
hle_880,directllm,HLE,8,reason|PD|RR|UN|UN|UN|UN|PD,UN,0.5,1.213,0.0,0.25,0.0,0.5,0.125,0.125
hle_883,directllm,HLE,73,reason|reason|IC|IC|RR|PD|reason|reason|UN|reason|UN|reason|PD|RR|UN|reason|reason|reason|reason|PD|RR|IC|RR|reason|reason|reason|reason|UN|reason|reason|reason|reason|reason|UN|UN|UN|UN|reason|reason|PD|reason|reason|reason|UN|RR|reason|reason|reason|PD|reason|RR|reason|reason|reason|reason|reason|reason|RR|RR|reason|reason|reason|RR|RR|reason|RR|RR|reason|reason|reason|reason|reason|PD,reason,0.589,1.2032,0.0,0.0822,0.0411,0.1233,0.1644,0.589
hle_885,directllm,HLE,34,PD|reason|UN|RR|RR|reason|reason|reason|RR|UN|RR|RR|RR|RR|UN|RR|RR|RR|reason|reason|reason|RR|PD|RR|RR|RR|PD|UN|IC|reason|reason|reason|PD|PD,RR,0.4118,1.3627,0.0,0.1471,0.0294,0.1176,0.4118,0.2941
hle_892,directllm,HLE,42,reason|RR|RR|RR|reason|reason|reason|RR|RR|RR|RR|RR|UN|UN|UN|UN|reason|RR|UN|UN|reason|reason|RR|reason|RR|RR|reason|reason|reason|reason|reason|reason|reason|reason|UN|UN|reason|reason|reason|reason|reason|reason,reason,0.5238,1.0125,0.0,0.0,0.0,0.1905,0.2857,0.5238
hle_893,directllm,HLE,31,reason|reason|reason|PD|PD|reason|PD|reason|IC|IC|RR|IC|RR|RR|UN|IC|IC|RR|IC|UN|RR|RR|RR|RR|reason|PD|UN|PD|reason|PD|PD,RR,0.2581,1.5654,0.0,0.2258,0.1935,0.0968,0.2581,0.2258
hle_894,directllm,HLE,37,reason|reason|RR|RR|reason|reason|reason|RR|reason|RR|RR|RR|PD|RR|RR|RR|UN|RR|RR|PD|reason|PD|RR|reason|UN|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason,reason,0.4865,1.1163,0.0,0.1081,0.0,0.0541,0.3514,0.4865
hle_897,directllm,HLE,19,reason|IC|PD|RR|RR|RR|RR|RR|reason|RR|reason|RR|RR|reason|reason|reason|reason|IC|PD,RR,0.4211,1.206,0.0,0.1053,0.1053,0.0,0.4211,0.3684
hle_905,directllm,HLE,5,reason|reason|RR|RR|RR,RR,0.6,0.673,0.0,0.0,0.0,0.0,0.6,0.4
hle_911,directllm,HLE,36,reason|reason|reason|PD|PD|RR|reason|PD|UN|UN|RR|RR|reason|reason|PD|UN|RR|UN|IC|RR|IC|reason|reason|RR|PD|RR|RR|UN|RR|RR|RR|reason|reason|PD|PD|reason,reason,0.3056,1.4777,0.0,0.1944,0.0556,0.1389,0.3056,0.3056
hle_917,directllm,HLE,76,PD|IC|RR|RR|RR|RR|UN|reason|reason|reason|reason|UN|reason|UN|UN|reason|reason|UN|RR|UN|RR|UN|UN|IC|UN|UN|IC|UN|reason|reason|UN|UN|UN|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason,UN,0.7237,0.9051,0.0,0.0132,0.0395,0.7237,0.0921,0.1316
hle_921,directllm,HLE,33,reason|reason|reason|reason|RR|RR|RR|PD|reason|IC|RR|RR|reason|reason|RR|RR|IC|RR|RR|reason|RR|RR|RR|reason|UN|IC|RR|RR|RR|RR|RR|reason|reason,RR,0.5152,1.1378,0.0,0.0303,0.0909,0.0303,0.5152,0.3333
hle_923,directllm,HLE,18,reason|reason|reason|RR|reason|reason|RR|RR|reason|IC|reason|reason|reason|IC|reason|UN|reason|reason,reason,0.6667,0.9736,0.0,0.0,0.1111,0.0556,0.1667,0.6667
hle_926,directllm,HLE,21,reason|UN|RR|UN|RR|UN|UN|RR|RR|IC|RR|UN|reason|RR|RR|RR|reason|reason|PD|reason|reason,RR,0.381,1.3572,0.0,0.0476,0.0476,0.2381,0.381,0.2857
hle_930,directllm,HLE,50,PD|RR|RR|PD|PD|PD|PD|RR|PD|reason|reason|UN|UN|IC|reason|reason|reason|reason|reason|reason|PD|PD|RR|reason|reason|reason|IC|reason|PD|reason|reason|reason|reason|reason|RR|PD|IC|reason|reason|reason|reason|PD|RR|PD|reason|reason|PD|PD|reason|reason,reason,0.5,1.255,0.0,0.28,0.06,0.04,0.12,0.5
hle_931,directllm,HLE,18,reason|RR|RR|RR|reason|reason|reason|reason|PD|reason|reason|UN|PD|RR|PD|RR|reason|PD,reason,0.4444,1.211,0.0,0.2222,0.0,0.0556,0.2778,0.4444
hle_934,directllm,HLE,20,reason|UN|IC|RR|reason|reason|UN|reason|RR|reason|IC|UN|IC|RR|UN|IC|UN|UN|IC|RR,UN,0.3,1.3762,0.0,0.0,0.25,0.3,0.2,0.25
hle_935,directllm,HLE,65,reason|reason|reason|reason|reason|reason|RR|IC|reason|reason|reason|IC|reason|reason|reason|reason|reason|reason|PD|reason|PD|RR|reason|reason|UN|reason|reason|reason|reason|reason|PD|RR|reason|reason|reason|RR|IC|reason|UN|reason|UN|reason|RR|reason|reason|reason|reason|reason|reason|RR|UN|reason|reason|reason|reason|PD|reason|RR|IC|reason|reason|reason|reason|reason|reason,reason,0.7077,0.9994,0.0,0.0615,0.0615,0.0615,0.1077,0.7077
hle_936,directllm,HLE,31,reason|reason|PD|PD|RR|PD|RR|RR|PD|PD|reason|reason|PD|UN|UN|UN|RR|reason|RR|RR|reason|reason|reason|reason|RR|PD|UN|reason|PD|reason|PD,reason,0.3548,1.3269,0.0,0.2903,0.0,0.129,0.2258,0.3548
hle_937,directllm,HLE,21,reason|reason|reason|reason|reason|RR|UN|PD|IC|reason|RR|IC|RR|reason|reason|RR|UN|reason|reason|reason|reason,reason,0.5714,1.2285,0.0,0.0476,0.0952,0.0952,0.1905,0.5714
hle_938,directllm,HLE,7,reason|reason|reason|reason|UN|RR|RR,reason,0.5714,0.9557,0.0,0.0,0.0,0.1429,0.2857,0.5714
hle_942,directllm,HLE,42,reason|RR|UN|UN|UN|reason|UN|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|UN|reason|RR,UN,0.5,0.8504,0.0,0.0,0.0,0.5,0.0476,0.4524
hle_945,directllm,HLE,31,reason|reason|RR|PD|reason|RR|PD|RR|IC|IC|reason|reason|IC|RR|IC|RR|reason|reason|reason|reason|reason|RR|RR|RR|reason|PD|reason|reason|IC|PD|IC,reason,0.4194,1.2961,0.0,0.129,0.1935,0.0,0.2581,0.4194
hle_948,directllm,HLE,43,reason|reason|IC|reason|reason|IC|reason|reason|reason|IC|reason|reason|reason|reason|RR|reason|UN|reason|reason|reason|reason|RR|reason|reason|reason|reason|reason|PD|reason|reason|reason|reason|IC|reason|reason|reason|reason|PD|PD|reason|IC|PD|PD,reason,0.6977,0.9817,0.0,0.1163,0.1163,0.0233,0.0465,0.6977
hle_95,directllm,HLE,30,reason|reason|PD|PD|PD|reason|reason|PD|reason|PD|reason|PD|UN|RR|RR|reason|UN|RR|RR|reason|UN|RR|reason|PD|reason|RR|reason|reason|reason|PD,reason,0.4333,1.267,0.0,0.2667,0.0,0.1,0.2,0.4333
hle_966,directllm,HLE,20,reason|reason|RR|reason|RR|RR|RR|RR|UN|UN|UN|UN|IC|UN|reason|reason|PD|reason|reason|PD,reason,0.35,1.4406,0.0,0.1,0.05,0.25,0.25,0.35
hle_967,directllm,HLE,56,reason|reason|PD|PD|UN|PD|reason|reason|reason|PD|reason|reason|reason|RR|UN|reason|reason|UN|PD|RR|reason|reason|UN|reason|RR|PD|RR|UN|reason|RR|RR|reason|RR|reason|RR|reason|RR|PD|RR|reason|RR|reason|RR|RR|UN|RR|reason|UN|RR|RR|IC|RR|reason|reason|PD|PD,reason,0.3929,1.3546,0.0,0.1607,0.0179,0.125,0.3036,0.3929
hle_969,directllm,HLE,25,reason|reason|RR|RR|UN|UN|RR|RR|RR|PD|RR|PD|RR|reason|reason|reason|RR|RR|RR|RR|UN|RR|UN|IC|UN,RR,0.48,1.3269,0.0,0.08,0.04,0.2,0.48,0.2
hle_970,directllm,HLE,63,reason|reason|reason|PD|reason|reason|IC|RR|IC|IC|RR|RR|reason|reason|reason|IC|IC|reason|RR|reason|UN|IC|IC|reason|reason|reason|IC|IC|IC|reason|reason|reason|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC|IC,IC,0.6508,0.9342,0.0,0.0159,0.6508,0.0159,0.0635,0.254
hle_971,directllm,HLE,18,reason|reason|reason|reason|reason|PD|reason|reason|reason|PD|reason|PD|reason|reason|reason|reason|reason|PD,reason,0.7778,0.5297,0.0,0.2222,0.0,0.0,0.0,0.7778
hle_978,directllm,HLE,14,reason|reason|RR|UN|IC|RR|reason|RR|RR|RR|PD|reason|IC|RR,RR,0.4286,1.3761,0.0,0.0714,0.1429,0.0714,0.4286,0.2857
hle_98,directllm,HLE,17,reason|RR|IC|reason|UN|PD|reason|reason|reason|reason|reason|reason|reason|PD|reason|reason|IC,reason,0.6471,1.1185,0.0,0.1176,0.1176,0.0588,0.0588,0.6471
hle_980,directllm,HLE,26,reason|RR|RR|UN|RR|UN|RR|UN|reason|UN|UN|UN|UN|UN|reason|UN|reason|IC|reason|RR|IC|reason|UN|reason|PD|PD,UN,0.3846,1.4324,0.0,0.0769,0.0769,0.3846,0.1923,0.2692
hle_981,directllm,HLE,17,reason|reason|UN|RR|reason|RR|reason|RR|reason|reason|UN|RR|RR|RR|reason|reason|SE,reason,0.4706,1.1407,0.0588,0.0,0.0,0.1176,0.3529,0.4706
hle_988,directllm,HLE,76,reason|reason|reason|reason|reason|reason|IC|reason|PD|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason|reason|RR|reason|IC|reason|reason|reason|reason|reason|RR|RR|PD|reason|PD|RR|IC|IC|RR|RR|IC|PD|reason|SE|UN|reason|reason|reason|RR|RR|reason|IC|RR|reason|reason|reason|reason|RR|RR|IC|IC|RR|reason|reason|SE|PD,reason,0.6053,1.1961,0.0263,0.0789,0.1053,0.0132,0.1711,0.6053
hle_997,directllm,HLE,32,PD|RR|reason|RR|RR|RR|PD|UN|RR|reason|IC|reason|RR|reason|reason|RR|RR|IC|reason|PD|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason,reason,0.5312,1.2241,0.0,0.125,0.0625,0.0312,0.25,0.5312
hle_999,directllm,HLE,9,PD|reason|RR|reason|UN|reason|RR|PD|RR,reason,0.3333,1.3108,0.0,0.2222,0.0,0.1111,0.3333,0.3333
hle_1,opencode,HLE,13,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1008,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1009,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1012,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1019,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1021,opencode,HLE,3,PD|PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1022,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1023,opencode,HLE,1,PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1024,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1031,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1038,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1045,opencode,HLE,1,PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1046,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1047,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1048,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1049,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1050,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1051,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1052,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1054,opencode,HLE,2,SE|SE,SE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hle_1055,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1056,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1057,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1058,opencode,HLE,21,reason|reason|UN|UN|RR|reason|RR|reason|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|IC|UN,reason,0.6667,0.9551,0.0,0.0,0.0476,0.1905,0.0952,0.6667
hle_1066,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1067,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1070,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1071,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
